hh_id               itime                                     day      Interviewer ID
10401              10, 10                         88(18), 166(34)                1, 1
10402              10, 10                        107(22), 187(38)                1, 1
10403     10, 10, 57, 142          106(22), 187(38), 29(6), 30(6)          1, 1, 2, 2
10404          10, 10, 75                 102(21), 184(37), 23(5)             1, 1, 3
10405              10, 10                        106(22), 187(38)                1, 1
10406     10, 10, 37, 112          106(22), 187(38), 28(6), 29(6)          1, 1, 2, 2
10407              10, 10                        106(22), 187(38)                1, 1
10408     10, 10, -7, 232          106(22), 187(38), 27(6), 28(6)          1, 1, 2, 2
10409         10, 10, 300                 106(22), 187(38), 30(6)             1, 1, 3
10410         10, 10, 150                 106(22), 187(38), 28(6)             1, 1, 3
10411         10, 10, 200                 106(22), 187(38), 29(6)             1, 1, 3
10412         10, 10, 150                 106(22), 187(38), 28(6)             1, 1, 3
10413         10, 10, 225                 106(22), 187(38), 27(6)             1, 1, 3
10414         10, 250, 10                46(10), 208(42), 126(26)             1, 1, 2
10415         10, 225, 10                46(10), 207(42), 126(26)             1, 1, 2
10416         10, 175, 10                46(10), 206(42), 126(26)             1, 1, 2
10417              10, 10                         46(10), 126(26)                1, 2
10418      10, 10, 4, 120       46(10), 126(26), 209(42), 210(42)          1, 2, 2, 2
10419              10, 10                         46(10), 126(26)                2, 2
10420              10, 10                         46(10), 126(26)                2, 2
10421     10, 10, 109, 15       46(10), 126(26), 208(42), 209(42)          2, 2, 2, 2
10422              10, 10                         46(10), 126(26)                2, 2
10423     10, 10, 214, 85       46(10), 126(26), 207(42), 208(42)          2, 2, 2, 2
10424              10, 10                         46(10), 126(26)                2, 2
10425              10, 10                         46(10), 126(26)                2, 2
10426     10, 10, -5, 105       46(10), 126(26), 206(42), 207(42)          2, 2, 2, 2
10427         10, 10, 225                46(10), 126(26), 209(42)             2, 2, 3
10428         10, 10, 250                46(10), 126(26), 208(42)             2, 2, 3
10429         10, 10, 175                46(10), 126(26), 207(42)             2, 2, 3
10430         10, 10, 175                46(10), 126(26), 207(42)             2, 2, 3
10431         10, 10, 125                46(10), 126(26), 206(42)             2, 2, 3
10432         10, 125, 10                 121(25), 201(41), 41(9)             1, 2, 3
10433         10, 10, 300                46(10), 126(26), 206(42)             2, 2, 3
10434              10, 10                          121(25), 41(9)                1, 3
10435              10, 10                          121(25), 41(9)                1, 3
10436              10, 10                          121(25), 41(9)                1, 3
10437              10, 25                        116(24), 196(40)                2, 3
10438              10, 50                        116(24), 196(40)                2, 3
10439              10, 10                          121(25), 41(9)                1, 3
10440      10, 10, 9, 215        121(25), 41(9), 202(41), 203(41)          1, 3, 3, 3
10441                  10                                   41(9)                   3
10442         10, 14, 360                 41(9), 201(41), 202(41)             3, 3, 3
10443              10, 10                         57(12), 218(44)                1, 3
10444              10, 10                         57(12), 218(44)                1, 3
10445              10, 10                         56(12), 218(44)                1, 3
10446     10, 125, 24, 10       56(12), 138(28), 139(28), 218(44)          1, 2, 2, 3
10447         10, 150, 10                47(10), 129(26), 209(42)             2, 3, 3
10448              10, 10                         99(20), 179(36)                1, 1
10449              10, 10                         99(20), 179(36)                1, 1
10450              10, 10                         99(20), 179(36)                1, 1
10451              10, 10                         93(19), 172(35)                1, 1
10452              10, 10                         99(20), 179(36)                1, 1
10453     10, 10, 221, 78           99(20), 179(36), 19(4), 20(4)          1, 1, 2, 2
10454              10, 10                         99(20), 179(36)                1, 1
10455     10, 10, 101, 98           99(20), 179(36), 18(4), 19(4)          1, 1, 2, 2
10456     10, 10, 286, 13           99(20), 179(36), 16(4), 17(4)          1, 1, 2, 2
10457              10, 10                         93(19), 172(35)                1, 1
10458     10, 10, 381, 93           98(20), 179(36), 17(4), 18(4)          1, 1, 2, 2
10459         10, 10, 375                  96(20), 179(36), 18(4)             1, 1, 3
10460              10, 10                         93(19), 172(35)                1, 1
10461     10, 10, 20, 229           93(19), 172(35), 12(3), 13(3)          1, 1, 2, 2
10462         10, 10, 350                  93(19), 172(35), 14(3)             1, 1, 3
10463         10, 10, 125                  93(19), 172(35), 13(3)             1, 1, 3
10464         10, 10, 250                  93(19), 172(35), 13(3)             1, 1, 3
10465         10, 10, 100                  93(19), 172(35), 12(3)             1, 1, 3
10466         10, 10, 125                  93(19), 172(35), 12(3)             1, 1, 3
10467             10, 325                        111(23), 195(39)                2, 3
10468             10, 175                        111(23), 194(39)                2, 3
10469             10, 175                        111(23), 194(39)                2, 3
10470             10, 400                        111(23), 193(39)                2, 3
10471             10, 100                        111(23), 192(39)                2, 3
10472              10, 75                        111(23), 191(39)                2, 3
10473             10, 150                        111(23), 192(39)                2, 3
10474          10, 75, 10                 106(22), 186(38), 26(6)             1, 1, 3
10475          10, 25, 10                 106(22), 186(38), 26(6)             1, 1, 3
10476             10, 300                        111(23), 191(39)                2, 3
10477          10, 25, 10                 106(22), 186(38), 26(6)             1, 1, 3
10478         10, 150, 10                 106(22), 186(38), 26(6)             1, 1, 3
10479          10, 25, 10                 106(22), 186(38), 26(6)             1, 1, 3
10480         10, 200, 10                 106(22), 190(38), 26(6)             1, 2, 3
10481         10, 125, 10                 106(22), 190(38), 26(6)             1, 2, 3
10482          10, 25, 10                 106(22), 186(38), 26(6)             1, 2, 3
10483          10, 75, 10                 106(22), 190(38), 26(6)             1, 2, 3
10484         10, 175, 10                 106(22), 189(38), 26(6)             1, 2, 3
10485         10, 200, 10                 106(22), 189(38), 26(6)             1, 2, 3
10486          10, 50, 10                 106(22), 186(38), 26(6)             1, 2, 3
10487         10, 300, 10                 106(22), 188(38), 26(6)             1, 2, 3
10488         10, 100, 10                 106(22), 188(38), 26(6)             1, 2, 3
10489         10, 200, 10                 106(22), 187(38), 26(6)             2, 2, 3
10490         10, 175, 10                 106(22), 187(38), 26(6)             2, 2, 3
10491         10, 175, 10                 106(22), 186(38), 26(6)             2, 2, 3
10492         10, 150, 10                 106(22), 186(38), 26(6)             2, 2, 3
10493         10, 10, 175                 106(22), 26(6), 190(38)             2, 3, 3
10494         10, 10, 125                 106(22), 26(6), 187(38)             2, 3, 3
10495          10, 10, 75                 106(22), 26(6), 186(38)             2, 3, 3
10496     10, 10, 33, 166        106(22), 26(6), 189(38), 190(38)          2, 3, 3, 3
10497         10, 10, 250                 106(22), 26(6), 189(38)             2, 3, 3
10498     10, 446, 28, 10        106(22), 188(38), 189(38), 26(6)          2, 3, 3, 4
10499         10, 250, 10                 106(22), 187(38), 26(6)             2, 3, 4
10500          10, 75, 10                 106(22), 186(38), 26(6)             2, 3, 4
10501         10, 175, 10                 106(22), 186(38), 26(6)             2, 3, 4
10502         10, 225, 10                 101(21), 183(37), 21(5)             1, 1, 3
10503         10, 150, 10                 101(21), 183(37), 21(5)             1, 1, 3
10504         10, 300, 10                 101(21), 182(37), 21(5)             1, 1, 3
10505         10, 200, 10                 101(21), 181(37), 21(5)             1, 1, 3
10506          10, 75, 10                 101(21), 181(37), 21(5)             1, 1, 3
10507         10, 325, 10                 101(21), 185(37), 21(5)             1, 2, 3
10508          10, 25, 10                 101(21), 182(37), 21(5)             1, 2, 3
10509         10, 175, 10                 101(21), 184(37), 21(5)             1, 2, 3
10510         10, 150, 10                 101(21), 184(37), 21(5)             1, 2, 3
10511         10, 150, 10                 101(21), 183(37), 21(5)             1, 2, 3
10512         10, 100, 10                 101(21), 183(37), 21(5)             1, 2, 3
10513         10, 125, 10                 101(21), 183(37), 21(5)             1, 2, 3
10514          10, 75, 10                 101(21), 182(37), 21(5)             1, 2, 3
10515          10, 50, 10                 101(21), 181(37), 21(5)             1, 2, 3
10516          10, 50, 10                 101(21), 181(37), 21(5)             1, 2, 3
10517         10, 150, 10                 101(21), 182(37), 21(5)             1, 2, 3
10518         10, 125, 10                 101(21), 182(37), 21(5)             1, 2, 3
10519         10, 150, 10                 101(21), 181(37), 21(5)             1, 2, 3
10520          10, 25, 10                 101(21), 181(37), 21(5)             1, 2, 3
10521          10, 25, 10                 101(21), 181(37), 21(5)             1, 2, 3
10522         10, 100, 10                 101(21), 181(37), 21(5)             1, 2, 3
10523          10, 10, 75                 101(21), 21(5), 181(37)             1, 3, 3
