hh_id               itime                                     day
12547      10, 10, 10, 10          29(6), 44(9), 124(25), 204(41)
12548      10, 10, 10, 10          28(6), 43(9), 123(25), 203(41)
12549      10, 10, 10, 10          27(6), 42(9), 122(25), 202(41)
12550      10, 10, 10, 10          26(6), 41(9), 121(25), 201(41)
12551      10, 10, 10, 10          25(5), 40(8), 120(24), 200(40)
12552      10, 10, 10, 10          24(5), 39(8), 119(24), 199(40)
12553      10, 10, 10, 10          23(5), 38(8), 118(24), 198(40)
12554      10, 10, 10, 10          22(5), 37(8), 117(24), 197(40)
12555      10, 10, 10, 10          21(5), 36(8), 116(24), 196(40)
12556      10, 10, 10, 10          20(4), 35(7), 115(23), 195(39)
12557      10, 10, 10, 10          19(4), 34(7), 114(23), 194(39)
12558      10, 10, 10, 10          18(4), 33(7), 113(23), 193(39)
12559      10, 10, 10, 10          17(4), 32(7), 112(23), 192(39)
12560      10, 10, 10, 10          16(4), 31(7), 111(23), 191(39)
12561      10, 10, 10, 10          15(3), 30(6), 110(22), 190(38)
12562      10, 10, 10, 10          14(3), 29(6), 109(22), 189(38)
12563      10, 10, 10, 10          13(3), 28(6), 108(22), 188(38)
12564      10, 10, 10, 10          12(3), 27(6), 107(22), 187(38)
12565      10, 10, 10, 10          11(3), 26(6), 106(22), 186(38)
12566      10, 10, 10, 10          10(2), 25(5), 105(21), 185(37)
12567      10, 10, 10, 10           9(2), 24(5), 104(21), 184(37)
12568      10, 10, 10, 10           8(2), 23(5), 103(21), 183(37)
12569      10, 10, 10, 10           7(2), 22(5), 102(21), 182(37)
12570      10, 10, 10, 10           6(2), 21(5), 101(21), 181(37)
12571      10, 10, 10, 10           5(1), 20(4), 100(20), 180(36)
12572      10, 10, 10, 10            4(1), 19(4), 99(20), 179(36)
12573      10, 10, 10, 10            3(1), 18(4), 98(20), 178(36)
12574      10, 10, 10, 10            2(1), 17(4), 97(20), 177(36)
12575      10, 10, 10, 10            1(1), 16(4), 96(20), 176(36)
12576          10, 10, 10                 80(16), 95(19), 175(35)
12577          10, 10, 10                 79(16), 94(19), 174(35)
12578          10, 10, 10                 78(16), 93(19), 173(35)
12579          10, 10, 10                 77(16), 92(19), 172(35)
12580          10, 10, 10                 76(16), 91(19), 171(35)
12581          10, 10, 10                 75(15), 90(18), 170(34)
12582          10, 10, 10                 74(15), 89(18), 169(34)
12583          10, 10, 10                 73(15), 88(18), 168(34)
12584          10, 10, 10                 72(15), 87(18), 167(34)
12585          10, 10, 10                  40(8), 86(18), 166(34)
12586          10, 10, 10                  39(8), 85(17), 165(33)
12587          10, 10, 10                  38(8), 84(17), 164(33)
12588          10, 10, 10                  37(8), 83(17), 163(33)
12589          10, 10, 10                  36(8), 82(17), 162(33)
12590      10, 10, 10, 10          35(7), 42(9), 122(25), 202(41)
12591      10, 10, 10, 10          34(7), 41(9), 121(25), 201(41)
12592      10, 10, 10, 10          33(7), 40(8), 120(24), 200(40)
12593      10, 10, 10, 10          32(7), 39(8), 119(24), 199(40)
12594      10, 10, 10, 10          31(7), 38(8), 118(24), 198(40)
12595      10, 10, 10, 10          30(6), 37(8), 117(24), 197(40)
12596      10, 10, 10, 10          29(6), 36(8), 116(24), 196(40)
12597      10, 10, 10, 10          28(6), 35(7), 115(23), 195(39)
12598      10, 10, 10, 10          27(6), 34(7), 114(23), 194(39)
12599      10, 10, 10, 10          26(6), 33(7), 113(23), 193(39)
12600      10, 10, 10, 10          25(5), 32(7), 112(23), 192(39)
12601      10, 10, 10, 10          24(5), 31(7), 111(23), 191(39)
12602      10, 10, 10, 10          23(5), 30(6), 110(22), 190(38)
12603      10, 10, 10, 10          22(5), 29(6), 109(22), 189(38)
12604      10, 10, 10, 10          21(5), 28(6), 108(22), 188(38)
12605      10, 10, 10, 10          20(4), 27(6), 107(22), 187(38)
12606      10, 10, 10, 10          19(4), 26(6), 106(22), 186(38)
12607      10, 10, 10, 10          18(4), 25(5), 105(21), 185(37)
12608      10, 10, 10, 10          17(4), 24(5), 104(21), 184(37)
12609      10, 10, 10, 10          16(4), 23(5), 103(21), 183(37)
12610      10, 10, 10, 10          15(3), 22(5), 102(21), 182(37)
12611      10, 10, 10, 10          14(3), 21(5), 101(21), 181(37)
12612      10, 10, 10, 10          13(3), 20(4), 100(20), 180(36)
12613      10, 10, 10, 10           12(3), 19(4), 99(20), 179(36)
12614      10, 10, 10, 10           11(3), 18(4), 98(20), 178(36)
12615      10, 10, 10, 10           10(2), 17(4), 97(20), 177(36)
12616      10, 10, 10, 10            9(2), 16(4), 96(20), 176(36)
12617      10, 10, 10, 10            8(2), 15(3), 95(19), 175(35)
12618      10, 10, 10, 10            7(2), 14(3), 94(19), 174(35)
12619      10, 10, 10, 10            6(2), 13(3), 93(19), 173(35)
12620      10, 10, 10, 10            5(1), 12(3), 92(19), 172(35)
12621      10, 10, 10, 10            4(1), 11(3), 91(19), 171(35)
12622      10, 10, 10, 10            3(1), 10(2), 90(18), 170(34)
12623      10, 10, 10, 10             2(1), 9(2), 89(18), 169(34)
12624      10, 10, 10, 10             1(1), 8(2), 88(18), 168(34)
12625          10, 10, 10                 80(16), 87(18), 167(34)
12626          10, 10, 10                 79(16), 86(18), 166(34)
12627          10, 10, 10                 78(16), 85(17), 165(33)
12628          10, 10, 10                77(16), 147(30), 227(46)
12629          10, 10, 10                76(16), 146(30), 226(46)
12630          10, 10, 10                75(15), 145(29), 225(45)
12631          10, 10, 10                74(15), 144(29), 224(45)
12632          10, 10, 10                73(15), 143(29), 223(45)
12633          10, 10, 10                72(15), 142(29), 222(45)
12634          10, 10, 10                71(15), 141(29), 221(45)
12635          10, 10, 10                70(14), 140(28), 220(44)
12636          10, 10, 10                69(14), 139(28), 219(44)
12637          10, 10, 10                68(14), 138(28), 218(44)
12638      10, 10, 10, 10         17(4), 57(12), 137(28), 217(44)
12639      10, 10, 10, 10         16(4), 56(12), 136(28), 216(44)
12640      10, 10, 10, 10         15(3), 55(11), 135(27), 215(43)
12641      10, 10, 10, 10         14(3), 54(11), 134(27), 214(43)
12642      10, 10, 10, 10         13(3), 53(11), 133(27), 213(43)
12643      10, 10, 10, 10         12(3), 52(11), 132(27), 212(43)
12644      10, 10, 10, 10         11(3), 51(11), 131(27), 211(43)
12645      10, 10, 10, 10         10(2), 50(10), 130(26), 210(42)
12646      10, 10, 10, 10          9(2), 49(10), 129(26), 209(42)
12647      10, 10, 10, 10          8(2), 48(10), 128(26), 208(42)
12648      10, 10, 10, 10          7(2), 61(13), 141(29), 221(45)
12649      10, 10, 10, 10          6(2), 60(12), 140(28), 220(44)
12650      10, 10, 10, 10          5(1), 59(12), 139(28), 219(44)
12651      10, 10, 10, 10          4(1), 58(12), 138(28), 218(44)
12652      10, 10, 10, 10          3(1), 57(12), 137(28), 217(44)
12653      10, 10, 10, 10          2(1), 56(12), 136(28), 216(44)
12654      10, 10, 10, 10          1(1), 55(11), 135(27), 215(43)
12655          10, 10, 10                80(16), 134(27), 214(43)
12656          10, 10, 10                79(16), 133(27), 213(43)
12657          10, 10, 10                78(16), 132(27), 212(43)
12658          10, 10, 10                77(16), 131(27), 211(43)
12659          10, 10, 10                76(16), 130(26), 210(42)
12660          10, 10, 10                75(15), 129(26), 209(42)
12661          10, 10, 10                74(15), 130(26), 210(42)
12662          10, 10, 10                73(15), 129(26), 209(42)
12663          10, 10, 10                72(15), 128(26), 208(42)
12664          10, 10, 10                71(15), 127(26), 207(42)
12665          10, 10, 10                70(14), 126(26), 206(42)
12666          10, 10, 10                69(14), 125(25), 205(41)
12667          10, 10, 10                68(14), 124(25), 204(41)
12668          10, 10, 10                67(14), 123(25), 203(41)
12669          10, 10, 10                66(14), 122(25), 202(41)
12670          10, 10, 10                65(13), 121(25), 201(41)
12671          10, 10, 10                64(13), 120(24), 200(40)
12672          10, 10, 10                63(13), 119(24), 199(40)
12673          10, 10, 10                62(13), 118(24), 198(40)
12674          10, 10, 10                61(13), 117(24), 197(40)
12675          10, 10, 10                60(12), 116(24), 196(40)
12676          10, 10, 10                59(12), 115(23), 195(39)
12677          10, 10, 10                58(12), 114(23), 194(39)
12678          10, 10, 10                57(12), 113(23), 193(39)
12679          10, 10, 10                56(12), 112(23), 192(39)
12680          10, 10, 10                55(11), 111(23), 191(39)
12681          10, 10, 10                54(11), 110(22), 190(38)
12682          10, 10, 10                53(11), 109(22), 189(38)
12683          10, 10, 10                52(11), 108(22), 188(38)
12684          10, 10, 10                51(11), 107(22), 187(38)
12685          10, 10, 10                50(10), 106(22), 186(38)
12686          10, 10, 10                49(10), 105(21), 185(37)
12687          10, 10, 10                48(10), 104(21), 184(37)
12688      10, 10, 10, 10           9(2), 23(5), 103(21), 183(37)
12689      10, 10, 10, 10           8(2), 22(5), 102(21), 182(37)
12690      10, 10, 10, 10           7(2), 21(5), 101(21), 181(37)
12691      10, 10, 10, 10           6(2), 20(4), 100(20), 180(36)
12692      10, 10, 10, 10            5(1), 19(4), 99(20), 179(36)
12693      10, 10, 10, 10            4(1), 18(4), 98(20), 178(36)
12694      10, 10, 10, 10            3(1), 17(4), 97(20), 177(36)
12695      10, 10, 10, 10            2(1), 16(4), 96(20), 176(36)
12696      10, 10, 10, 10            1(1), 15(3), 95(19), 175(35)
12697          10, 10, 10                 80(16), 94(19), 174(35)
12698          10, 10, 10                 79(16), 93(19), 173(35)
12699          10, 10, 10                 78(16), 92(19), 172(35)
12700          10, 10, 10                 77(16), 91(19), 171(35)
12701          10, 10, 10                 76(16), 90(18), 170(34)
12702          10, 10, 10                 75(15), 89(18), 169(34)
12703          10, 10, 10                 74(15), 88(18), 168(34)
12704          10, 10, 10                 73(15), 87(18), 167(34)
12705          10, 10, 10                 72(15), 86(18), 166(34)
12706          10, 10, 10                 71(15), 85(17), 165(33)
12707          10, 10, 10                 70(14), 84(17), 164(33)
12708          10, 10, 10                 69(14), 83(17), 163(33)
12709          10, 10, 10                 68(14), 82(17), 162(33)
12710          10, 10, 10                 67(14), 81(17), 161(33)
12711      10, 10, 10, 10        66(14), 80(16), 160(32), 240(48)
12712      10, 10, 10, 10        65(13), 79(16), 159(32), 239(48)
12713      10, 10, 10, 10        64(13), 78(16), 158(32), 238(48)
12714      10, 10, 10, 10        63(13), 77(16), 157(32), 237(48)
12715      10, 10, 10, 10        62(13), 76(16), 156(32), 236(48)
12716      10, 10, 10, 10        61(13), 75(15), 155(31), 235(47)
12717      10, 10, 10, 10        60(12), 74(15), 154(31), 234(47)
12718      10, 10, 10, 10        59(12), 73(15), 153(31), 233(47)
12719      10, 10, 10, 10        58(12), 72(15), 152(31), 232(47)
12720      10, 10, 10, 10        57(12), 71(15), 151(31), 231(47)
12721      10, 10, 10, 10        56(12), 70(14), 150(30), 230(46)
12722      10, 10, 10, 10        55(11), 69(14), 149(30), 229(46)
12723      10, 10, 10, 10        54(11), 68(14), 148(30), 228(46)
12724      10, 10, 10, 10        53(11), 67(14), 147(30), 227(46)
12725      10, 10, 10, 10        52(11), 66(14), 146(30), 226(46)
12726      10, 10, 10, 10        51(11), 65(13), 145(29), 225(45)
12727      10, 10, 10, 10        50(10), 64(13), 144(29), 224(45)
12728      10, 10, 10, 10        49(10), 63(13), 143(29), 223(45)
12729      10, 10, 10, 10        48(10), 62(13), 142(29), 222(45)
12730      10, 10, 10, 10        47(10), 61(13), 141(29), 221(45)
12731      10, 10, 10, 10        46(10), 60(12), 140(28), 220(44)
12732      10, 10, 10, 10         45(9), 59(12), 139(28), 219(44)
12733      10, 10, 10, 10         44(9), 58(12), 138(28), 218(44)
12734      10, 10, 10, 10         43(9), 57(12), 137(28), 217(44)
12735      10, 10, 10, 10         42(9), 56(12), 136(28), 216(44)
12736      10, 10, 10, 10         41(9), 55(11), 135(27), 215(43)
12737      10, 10, 10, 10         40(8), 54(11), 134(27), 214(43)
12738      10, 10, 10, 10         39(8), 53(11), 133(27), 213(43)
12739      10, 10, 10, 10         38(8), 52(11), 132(27), 212(43)
12740      10, 10, 10, 10         37(8), 51(11), 131(27), 211(43)
12741      10, 10, 10, 10         36(8), 50(10), 130(26), 210(42)
12742      10, 10, 10, 10         35(7), 49(10), 129(26), 209(42)
12743      10, 10, 10, 10         34(7), 48(10), 128(26), 208(42)
12744      10, 10, 10, 10         33(7), 47(10), 127(26), 207(42)
12745      10, 10, 10, 10         30(6), 46(10), 126(26), 206(42)
12746      10, 10, 10, 10          29(6), 45(9), 125(25), 205(41)
12747      10, 10, 10, 10          28(6), 44(9), 124(25), 204(41)
12748      10, 10, 10, 10          27(6), 43(9), 123(25), 203(41)
12749      10, 10, 10, 10          26(6), 42(9), 122(25), 202(41)
12750      10, 10, 10, 10          25(5), 41(9), 121(25), 201(41)
12751      10, 10, 10, 10          24(5), 40(8), 120(24), 200(40)
12752      10, 10, 10, 10          23(5), 39(8), 119(24), 199(40)
12753      10, 10, 10, 10          22(5), 38(8), 118(24), 198(40)
12754      10, 10, 10, 10          21(5), 37(8), 117(24), 197(40)
12755      10, 10, 10, 10          20(4), 36(8), 116(24), 196(40)
12756      10, 10, 10, 10          19(4), 35(7), 115(23), 195(39)
12757      10, 10, 10, 10          18(4), 34(7), 114(23), 194(39)
12758      10, 10, 10, 10          17(4), 33(7), 113(23), 193(39)
